,X,Y,Z
234,2.56,0.0,0.67
235,1.22,-0.18,1.77
236,0.92,-0.06,2.26
237,1.65,-0.06,1.83
238,2.32,0.31,0.49
239,2.99,1.1,0.18
240,3.23,1.34,-0.67
241,1.53,0.98,-2.01
242,1.16,0.37,-2.2
243,1.1,0.55,-2.08
244,1.46,0.24,-0.67
245,1.59,-0.61,0.79
246,1.4,-0.73,1.1
247,1.16,-0.37,1.59
248,0.49,-0.12,1.22
249,0.61,-0.06,0.61
250,1.16,0.18,-0.61
251,1.95,0.37,-1.83
252,2.69,0.55,-2.38
253,3.91,0.73,-2.26
254,4.94,0.31,-1.28
255,4.52,-0.06,-0.55
256,2.5,-0.92,-0.24
257,1.53,-1.4,1.77
258,1.71,-1.71,4.46
259,2.01,-1.83,5.49
260,2.14,-1.34,4.33
261,2.87,0.24,1.83
262,3.17,1.95,-1.1
263,2.44,1.4,-3.42
264,1.71,0.24,-5.37
265,2.2,0.24,-3.17
266,2.44,0.12,-0.79
267,2.2,-0.98,1.28
268,1.04,-1.04,2.32
269,-0.12,-0.18,2.44
270,-0.31,0.0,1.89
271,0.49,0.12,0.98
272,1.65,0.55,-0.18
273,3.72,2.38,-2.01
274,3.85,1.89,-2.26
275,3.48,0.49,-2.32
276,3.66,0.31,-1.77
277,3.17,0.0,1.1
278,1.46,-0.49,2.5
279,-0.73,-0.49,3.05
280,-2.26,-0.67,3.78
281,-2.99,-0.49,3.05
282,-3.11,-0.67,2.26
283,-1.53,-0.49,1.59
284,1.1,0.0,1.04
285,2.32,-0.24,-1.65
286,3.36,-0.49,-2.44
287,4.21,-0.43,-2.08
288,3.17,-0.06,-1.65
289,2.08,-0.31,0.67
290,0.98,-0.92,2.69
291,0.24,1.83,1.28
292,-0.06,1.83,0.92
293,-0.06,1.83,0.18
294,0.37,0.61,0.18
295,1.04,0.61,0.37
296,1.04,-0.18,0.0
297,1.04,-0.67,0.18
298,-0.61,-0.12,0.24
299,-1.65,0.67,0.92
300,-2.26,1.16,1.71
301,-2.81,0.92,2.62
302,-3.23,0.24,3.6
303,-2.99,1.04,3.48
304,-2.69,0.79,3.36
305,-1.89,0.43,2.08
306,-1.53,0.12,-0.12
307,-1.22,0.06,-1.4
308,-1.4,-0.12,-2.2
309,-0.98,-0.24,-2.26
310,-0.43,-0.43,-2.38
311,0.24,-0.61,-2.08
312,0.12,-1.65,-0.18
313,0.61,-2.01,1.22
314,1.46,-0.85,1.83
315,1.65,-1.1,2.93
316,2.44,-0.31,2.93
317,3.23,0.55,2.38
318,3.17,0.98,1.89
319,3.48,1.71,1.65
320,3.11,1.1,1.04
321,3.3,1.04,0.49
322,3.11,0.98,0.0
323,2.93,0.18,-0.24
324,2.26,-0.98,-0.18
325,1.65,-1.28,0.0
326,1.4,-1.16,0.67
327,1.1,-0.43,-0.43
328,0.79,0.18,-0.79
329,0.73,-0.18,-0.49
330,0.06,0.98,-1.83
331,-0.55,1.22,-2.2
332,0.06,-0.06,-1.71
333,0.43,0.06,-1.34
334,0.37,0.06,-0.24
335,-0.18,-0.67,1.65
336,-0.92,-0.31,1.83
337,-1.46,0.98,0.92
338,-1.77,1.04,1.16
339,-2.32,0.49,2.14
340,-1.83,0.49,1.77
341,0.0,0.61,0.37
342,1.4,0.98,-0.98
343,2.93,0.92,-1.65
344,3.66,0.49,-1.77
345,4.21,0.0,-1.53
346,4.15,-0.18,-0.49
347,3.78,-0.37,0.73
348,2.44,-1.22,2.01
349,1.4,-1.16,1.71
350,0.85,-0.79,1.28
351,0.06,-0.98,1.22
352,-0.61,-0.18,1.04
353,-0.98,0.73,0.12
354,-0.49,1.83,-0.85
355,0.06,2.01,-1.28
356,0.06,1.83,-1.77
357,0.67,1.77,-1.95
358,0.79,2.01,-2.01
359,1.53,1.34,-1.83
360,2.32,0.24,-0.79
361,2.56,0.0,-0.55
362,2.75,-0.06,-0.24
363,1.04,-0.73,0.85
364,-0.55,-0.73,0.98
365,-1.16,-0.31,0.85
366,-1.46,0.49,-0.37
367,-1.34,1.4,-0.55
368,-0.49,2.38,-0.37
369,-0.43,2.08,-0.18
370,-0.18,1.83,-0.12
371,0.31,1.83,-0.31
372,1.16,1.16,-0.55
373,1.77,0.12,-0.67
374,1.22,-0.31,-0.55
375,-0.18,0.37,-0.67
376,-0.18,0.67,-0.67
377,-0.92,0.43,-0.12
378,-1.34,1.34,0.12
379,-0.98,1.34,0.61
380,-0.61,0.24,1.4
381,-0.31,-0.24,0.98
382,0.73,-0.06,-1.16
383,1.4,0.55,-1.28
384,48.02,-16.47,-19.1
385,48.02,-16.47,-19.1
386,48.02,-16.47,-19.1
387,48.02,-16.47,-19.1
388,48.02,-16.47,-19.1
389,48.02,-16.47,-19.1
390,47.78,-16.6,-18.8
391,47.78,-16.6,-18.8
392,47.78,-16.6,-18.8
393,47.78,-16.6,-18.8
394,47.78,-16.6,-18.8
395,47.78,-16.6,-18.8
396,47.64,-16.76,-18.33
397,47.64,-16.76,-18.33
398,47.64,-16.76,-18.33
399,47.64,-16.76,-18.33
400,47.64,-16.76,-18.33
401,47.64,-16.76,-18.33
402,48.01,-16.76,-19.04
403,48.01,-16.76,-19.04
404,48.01,-16.76,-19.04
405,48.01,-16.76,-19.04
406,48.01,-16.76,-19.04
407,48.06,-16.64,-18.51
408,48.06,-16.64,-18.51
409,48.06,-16.64,-18.51
410,48.06,-16.64,-18.51
411,48.06,-16.64,-18.51
412,48.06,-16.64,-18.51
413,47.86,-16.6,-19.74
414,47.86,-16.6,-19.74
415,47.86,-16.6,-19.74
416,47.86,-16.6,-19.74
417,47.86,-16.6,-19.74
418,47.86,-16.6,-19.74
419,47.71,-16.42,-19.3
420,47.71,-16.42,-19.3
421,47.71,-16.42,-19.3
422,47.71,-16.42,-19.3
423,47.71,-16.42,-19.3
424,47.71,-16.42,-19.3
425,47.8,-16.49,-18.88
426,48.02,-16.74,-19.41
427,48.02,-16.74,-19.41
428,48.02,-16.74,-19.41
429,47.35,-16.27,-19.31
430,47.35,-16.27,-19.31
431,47.35,-16.27,-19.31
432,47.35,-16.27,-19.31
433,47.35,-16.27,-19.31
434,47.35,-16.27,-19.31
435,47.73,-16.04,-19.03
436,47.73,-16.04,-19.03
437,47.73,-16.04,-19.03
438,47.73,-16.04,-19.03
439,47.73,-16.04,-19.03
440,47.73,-16.04,-19.03
441,47.5,-16.75,-18.92
442,47.5,-16.75,-18.92
443,47.5,-16.75,-18.92
444,47.5,-16.75,-18.92
445,47.5,-16.75,-18.92
446,47.5,-16.75,-18.92
447,47.89,-16.75,-19.01
448,47.89,-16.75,-19.01
449,47.89,-16.75,-19.01
450,47.89,-16.75,-19.01
451,47.89,-16.75,-19.01
452,47.89,-16.75,-19.01
453,47.66,-16.5,-18.57
454,47.66,-16.5,-18.57
455,47.66,-16.5,-18.57
456,47.66,-16.5,-18.57
457,47.66,-16.5,-18.57
458,47.25,-16.93,-18.99
459,47.25,-16.93,-18.99
460,47.25,-16.93,-18.99
461,47.25,-16.93,-18.99
462,47.25,-16.93,-18.99
463,47.25,-16.93,-18.99
464,47.62,-16.93,-18.73
465,47.62,-16.93,-18.73
466,47.62,-16.93,-18.73
467,47.62,-16.93,-18.73
468,47.62,-16.93,-18.73
469,47.46,-16.42,-18.59
470,47.46,-16.42,-18.59
471,47.46,-16.42,-18.59
472,47.46,-16.42,-18.59
473,47.46,-16.42,-18.59
474,47.46,-16.42,-18.59
475,47.4,-16.25,-19.68
476,47.4,-16.25,-19.68
477,47.4,-16.25,-19.68
478,47.4,-16.25,-19.68
479,47.4,-16.25,-19.68
480,47.4,-16.25,-19.68
481,47.38,-16.7,-18.69
482,47.38,-16.7,-18.69
483,26.4,-17.52,18.73
484,26.4,-17.52,18.73
485,26.49,-17.49,17.47
486,26.49,-17.49,17.47
487,26.49,-17.49,17.47
488,26.49,-17.49,17.47
489,26.49,-17.49,17.47
490,26.49,-17.49,17.47
491,26.22,-17.65,18.25
492,26.22,-17.65,18.25
493,26.22,-17.65,18.25
494,26.22,-17.65,18.25
495,26.22,-17.65,18.25
496,26.78,-17.64,18.14
497,26.78,-17.64,18.14
498,26.78,-17.64,18.14
499,26.78,-17.64,18.14
500,26.78,-17.64,18.14
501,26.78,-17.64,18.14
502,26.4,-17.31,17.88
503,26.4,-17.31,17.88
504,26.4,-17.31,17.88
505,26.4,-17.31,17.88
506,26.4,-17.31,17.88
507,26.4,-17.31,17.88
508,26.45,-17.09,18.04
509,26.45,-17.09,18.04
510,26.45,-17.09,18.04
511,26.45,-17.09,18.04
512,26.45,-17.09,18.04
513,26.45,-17.09,18.04
514,25.5,-16.85,18.04
515,25.5,-16.85,18.04
516,25.5,-16.85,18.04
517,25.5,-16.85,18.04
518,25.5,-16.85,18.04
519,25.5,-16.85,18.04
520,26.25,-17.1,17.93
521,25.63,-16.85,18.16
522,25.63,-16.85,18.16
523,25.63,-16.85,18.16
524,25.63,-16.85,18.16
525,26.42,-16.85,18.07
526,26.42,-16.85,18.07
527,26.42,-16.85,18.07
528,26.42,-16.85,18.07
529,26.42,-16.85,18.07
530,26.42,-16.85,18.07
531,25.87,-16.94,19.07
532,25.87,-16.94,19.07
533,25.87,-16.94,19.07
534,25.87,-16.94,19.07
535,25.87,-16.94,19.07
536,25.87,-16.94,19.07
537,25.52,-16.53,18.3
538,25.52,-16.53,18.3
539,25.52,-16.53,18.3
540,25.52,-16.53,18.3
541,25.52,-16.53,18.3
542,25.52,-16.53,18.3
543,25.88,-16.66,18.71
544,25.88,-16.66,18.71
545,25.88,-16.66,18.71
546,25.88,-16.66,18.71
547,25.88,-16.66,18.71
548,25.35,-16.97,18.84
549,25.35,-16.97,18.84
550,25.35,-16.97,18.84
551,25.35,-16.97,18.84
552,25.35,-16.97,18.84
553,25.35,-16.97,18.84
554,25.67,-16.92,18.18
555,25.67,-16.92,18.18
556,25.67,-16.92,18.18
557,25.67,-16.92,18.18
558,25.67,-16.92,18.18
559,25.67,-16.92,18.18
560,25.81,-16.88,17.91
561,25.81,-16.88,17.91
562,25.81,-16.88,17.91
563,25.81,-16.88,17.91
564,25.81,-16.88,17.91
565,25.81,-16.88,17.91
566,26.15,-17.07,18.46
567,26.15,-17.07,18.46
568,25.76,-16.94,19.02
569,25.76,-16.94,19.02
570,25.76,-16.94,19.02
571,25.76,-16.94,19.02
572,25.76,-16.94,19.02
573,25.76,-16.94,19.02
574,25.76,-17.05,18.23
575,25.76,-17.05,18.23
